law,data_seed,family,region,event,n,particle_abs_error,total_abs_error,qualified_fraction,ess
linear_gaussian,202,gaussian_rank2,central,common,128,0.023559331000959083,0.02162732511631672,1.0,78.11986110295429
linear_gaussian,202,gaussian_rank2,central,common,512,0.011613730138578878,0.010444184876887743,1.0,305.5572294061839
linear_gaussian,202,gaussian_rank2,central,rare,128,0.20700113110298468,0.20113639267179037,1.0,1.7530474897683037
linear_gaussian,202,gaussian_rank2,central,rare,512,0.19847566539088743,0.1926109269596931,1.0,2.468662342700583
linear_gaussian,202,gaussian_rank2,extrapolated,common,128,0.08199926275277925,0.16751711165733052,1.0,2.272991861122993
linear_gaussian,202,gaussian_rank2,extrapolated,common,512,0.07193167476972645,0.18730712699957394,1.0,2.0907625893705766
linear_gaussian,202,gaussian_rank2,extrapolated,rare,128,0.033285846550076485,0.145272533566949,1.0,44.59052396951271
linear_gaussian,202,gaussian_rank2,extrapolated,rare,512,0.0114837728942987,0.12353876476708932,1.0,176.83945870840978
linear_gaussian,202,gp_rbf,boundary,common,128,0.1489157442512606,0.24982070777357723,1.0,5.371418515597124
linear_gaussian,202,gp_rbf,boundary,common,512,0.0260590722990595,0.2093548832781651,1.0,28.347491588783583
linear_gaussian,202,gp_rbf,boundary,rare,128,0.0624529562690426,0.28527378494051986,1.0,5.807020595750386
linear_gaussian,202,gp_rbf,boundary,rare,512,0.0601540799121584,0.28297490858363566,1.0,7.13173942244272
linear_gaussian,202,gp_rbf,central,common,128,0.036931894521179565,0.24626908908343478,1.0,72.14023017804193
linear_gaussian,202,gp_rbf,central,common,512,0.011970629271617466,0.22925047198434437,1.0,290.7413213191883
linear_gaussian,202,gp_rbf,central,rare,128,0.0204570427341347,0.23183874704986804,1.0,3.0859487468284024
linear_gaussian,202,gp_rbf,central,rare,512,0.014337640206967234,0.2225808133338747,1.0,1.9926362113597211
linear_gaussian,202,gp_rbf,extrapolated,common,128,0.09803728537457652,0.3208581140460539,1.0,15.141896954386583
linear_gaussian,202,gp_rbf,extrapolated,common,512,0.11722946734289215,0.3400502960143696,1.0,50.15900710088616
linear_gaussian,202,gp_rbf,extrapolated,rare,128,0.0733289858645222,0.2961498145359996,1.0,9.60338333451841
linear_gaussian,202,gp_rbf,extrapolated,rare,512,0.010988353471290534,0.22083570699308333,1.0,34.0146931450975
linear_gaussian,202,mdn4,boundary,common,128,0.06921680866752185,0.04496982950504815,1.0,9.508636925748403
linear_gaussian,202,mdn4,boundary,common,512,0.0452293531894373,0.0863823134258657,1.0,18.836179006514893
linear_gaussian,202,mdn4,boundary,rare,128,0.11559007911511505,0.1797830671754085,1.0,6.846341962302976
linear_gaussian,202,mdn4,boundary,rare,512,0.08299664153828999,0.14297047065692972,1.0,9.711396690596608
linear_gaussian,202,mdn4,central,common,128,0.028250819567823045,0.04928746349213292,1.0,73.63371022521416
linear_gaussian,202,mdn4,central,common,512,0.01849246345187569,0.05648687324033234,1.0,284.16031620838396
linear_gaussian,202,mdn4,central,rare,128,,0.22300374419007896,0.0,1.9137996326830657
linear_gaussian,202,mdn4,central,rare,512,,0.15159801792759522,0.0,2.3267986777000673
linear_gaussian,202,mdn4,extrapolated,common,128,0.08406321975749546,0.10734263713574892,1.0,4.674623667023009
linear_gaussian,202,mdn4,extrapolated,common,512,0.06885095022980871,0.08374170743800317,1.0,13.27557242725606
linear_gaussian,202,mdn4,extrapolated,rare,128,0.07244374379581368,0.16028271037410124,1.0,16.22606344755653
linear_gaussian,202,mdn4,extrapolated,rare,512,0.07722805292530693,0.14515060914306585,1.0,59.90865609440052
linear_gaussian,202,ridge,boundary,common,128,0.13066706975694597,0.13087006779589747,1.0,4.938671356026911
linear_gaussian,202,ridge,boundary,common,512,0.04709548006379757,0.046892482024846076,1.0,25.93950794862525
linear_gaussian,202,ridge,boundary,rare,128,0.1835123595795305,0.18290336546267574,1.0,5.990696201867422
linear_gaussian,202,ridge,boundary,rare,512,0.09424245005506608,0.09403945201611448,1.0,7.653190207950402
linear_gaussian,202,ridge,central,common,128,0.031757166933468806,0.031148172816614306,1.0,79.96952466877995
linear_gaussian,202,ridge,central,common,512,0.012881290972901166,0.012678292933949667,1.0,321.4094016143942
linear_gaussian,202,ridge,central,rare,128,0.22094518248066827,0.22033618836381377,1.0,3.1484736660181354
linear_gaussian,202,ridge,central,rare,512,0.18326141059758363,0.18265241648072914,1.0,2.0578933923228635
linear_gaussian,202,ridge,extrapolated,common,128,0.21450333554328674,0.21389434142643235,1.0,1.6114548333584153
linear_gaussian,202,ridge,extrapolated,common,512,0.2084637913694788,0.20785479725262443,1.0,1.8470564818873958
linear_gaussian,202,ridge,extrapolated,rare,128,0.05968687406455195,0.06029586818140656,1.0,26.751171123777937
linear_gaussian,202,ridge,extrapolated,rare,512,0.026062171137321632,0.025859173098370093,1.0,112.73226735368625
linear_gaussian,202,student_rank2,boundary,common,128,0.1295664479821866,0.11078514110125746,1.0,5.574013873480959
linear_gaussian,202,student_rank2,boundary,common,512,0.01609313739905172,0.04770046327026018,1.0,12.716436437132876
linear_gaussian,202,student_rank2,boundary,rare,128,0.23588342206193494,0.22295985173020097,1.0,2.3309849838575105
linear_gaussian,202,student_rank2,boundary,rare,512,0.16474920103482862,0.14871094890078043,1.0,6.55477879826451
linear_gaussian,202,student_rank2,central,common,128,0.030619659154695267,0.03230452037941175,1.0,75.38678211937574
linear_gaussian,202,student_rank2,central,common,512,0.018928824782635915,0.023065955074827033,1.0,298.4308533043747
linear_gaussian,202,student_rank2,central,rare,128,0.4135398250289817,0.17271329582864905,1.0,1.130380811370456
linear_gaussian,202,student_rank2,central,rare,512,0.4810345329399028,0.24020800373957016,1.0,1.5860464865492228
linear_gaussian,202,student_rank2,extrapolated,common,128,0.3032966824738589,0.2841382849975155,1.0,5.301546530634027
linear_gaussian,202,student_rank2,extrapolated,common,512,0.2238204462756017,0.20466204879925823,1.0,19.66229507662273
linear_gaussian,202,student_rank2,extrapolated,rare,128,0.07017688233946025,0.0709778153048043,1.0,31.82242961562814
linear_gaussian,202,student_rank2,extrapolated,rare,512,0.03267266749434635,0.0297499964818697,1.0,124.30348952465573
linear_gaussian,202,transformer_mdn4,boundary,common,128,0.10549464794008195,0.12854888559352787,1.0,9.309833159493005
linear_gaussian,202,transformer_mdn4,boundary,common,512,0.05876310293781281,0.0754806030748278,1.0,22.433471746181954
linear_gaussian,202,transformer_mdn4,boundary,rare,128,0.11488101796296886,0.19148779451926312,1.0,6.69165445975464
linear_gaussian,202,transformer_mdn4,boundary,rare,512,0.05062476834146388,0.12802105178171078,1.0,9.892164313199201
linear_gaussian,202,transformer_mdn4,central,common,128,0.018438540055449256,0.05707422341744619,1.0,74.49940967571972
linear_gaussian,202,transformer_mdn4,central,common,512,0.010678589043561953,0.07064569435300032,1.0,299.29144180371713
linear_gaussian,202,transformer_mdn4,central,rare,128,,0.2104877185613382,0.0,1.5172323854059797
linear_gaussian,202,transformer_mdn4,central,rare,512,,0.1820977541924501,0.0,2.88582042436108
linear_gaussian,202,transformer_mdn4,extrapolated,common,128,0.20061150686084375,0.22483736015815478,1.0,3.2483977589757576
linear_gaussian,202,transformer_mdn4,extrapolated,common,512,0.0701919178990182,0.07090202944735226,1.0,12.781547524926573
linear_gaussian,202,transformer_mdn4,extrapolated,rare,128,0.05019782498495003,0.14696811495558157,1.0,23.657037955251244
linear_gaussian,202,transformer_mdn4,extrapolated,rare,512,0.026297757298071867,0.16547990172613145,1.0,94.01609728922756
linear_gaussian,303,edm,boundary,common,128,0.06301809999155762,0.06359997554341366,1.0,8.578087572185536
linear_gaussian,303,edm,boundary,common,512,0.03023381372418169,0.04147177031076955,1.0,29.562057442539384
linear_gaussian,303,edm,boundary,rare,128,0.07821706741340138,0.07977335735686113,0.5,3.6680260327491148
linear_gaussian,303,edm,boundary,rare,512,0.11356526491242536,0.11523360865190953,0.5,4.944459836922387
linear_gaussian,303,edm,central,common,128,0.02114498369205262,0.025615255577466398,1.0,79.07123491108011
linear_gaussian,303,edm,central,common,512,0.008512009605415196,0.017653984142066804,1.0,314.704897636719
linear_gaussian,303,edm,central,rare,128,,0.1988687510518593,0.0,2.8382738657893563
linear_gaussian,303,edm,central,rare,512,,0.14971350208876655,0.0,2.0046605163675264
linear_gaussian,303,edm,extrapolated,common,128,,0.16562157429371746,0.0,2.766506545586013
linear_gaussian,303,edm,extrapolated,common,512,,0.1989718313655147,0.0,4.439344293849104
linear_gaussian,303,edm,extrapolated,rare,128,0.053423979123879854,0.09659369339608999,1.0,19.507270456808197
linear_gaussian,303,edm,extrapolated,rare,512,0.02320702715494612,0.045258694482716764,1.0,80.36345772309177
linear_gaussian,303,flow,boundary,common,128,0.11309783538119395,0.10055590817232167,1.0,4.725885642614272
linear_gaussian,303,flow,boundary,common,512,0.07263876010696123,0.16098281692570768,1.0,14.241093274184799
linear_gaussian,303,flow,boundary,rare,128,0.08463063857874575,0.05632597057796305,1.0,4.141581519444738
linear_gaussian,303,flow,boundary,rare,512,0.11002271298733328,0.10774299893223192,1.0,6.30759774633902
linear_gaussian,303,flow,central,common,128,0.02622170965559341,0.03528257571529701,1.0,80.97465393208267
linear_gaussian,303,flow,central,common,512,0.010257073479072417,0.01866087080326075,1.0,320.0536165462824
linear_gaussian,303,flow,central,rare,128,,0.20456292130012743,0.0,2.2779678595988435
linear_gaussian,303,flow,central,rare,512,,0.17504438034783965,0.0,2.1305034775563554
linear_gaussian,303,flow,extrapolated,common,128,,0.17012992402166227,0.0,2.4405702329846792
linear_gaussian,303,flow,extrapolated,common,512,,0.21812248190619274,0.0,3.732170157991917
linear_gaussian,303,flow,extrapolated,rare,128,0.045087766071291537,0.09959966744410247,1.0,34.926913845142494
linear_gaussian,303,flow,extrapolated,rare,512,0.01418422052725455,0.04613763992128819,1.0,147.3766158484226
linear_gaussian,303,gaussian_diag,boundary,common,128,0.06632034694729654,0.18075002618638666,1.0,8.097335006383169
linear_gaussian,303,gaussian_diag,boundary,common,512,0.05499998058407515,0.19556268798618237,1.0,23.401829408586604
linear_gaussian,303,gaussian_diag,boundary,rare,128,0.12578408594900656,0.21357590734771073,1.0,3.8220430018413905
linear_gaussian,303,gaussian_diag,boundary,rare,512,0.12645474488968186,0.1675477585168722,1.0,6.508226688624518
linear_gaussian,303,gaussian_diag,central,common,128,0.0254218895332336,0.22182936040310594,1.0,77.69241810490219
linear_gaussian,303,gaussian_diag,central,common,512,0.01088497110270345,0.22560857349636665,1.0,309.406808850573
linear_gaussian,303,gaussian_diag,central,rare,128,0.040349867014963015,0.20398472773141077,1.0,2.1426393917414988
linear_gaussian,303,gaussian_diag,central,rare,512,0.06872776855603785,0.15484829391657756,1.0,2.5702683449776376
linear_gaussian,303,gaussian_diag,extrapolated,common,128,0.1558722130680924,0.19714575175255145,1.0,3.213038546368297
linear_gaussian,303,gaussian_diag,extrapolated,common,512,0.1032919727576621,0.28487137787709105,1.0,6.232657609399844
linear_gaussian,303,gaussian_diag,extrapolated,rare,128,0.08120915777154418,0.23918019218161568,1.0,28.025246874058862
linear_gaussian,303,gaussian_diag,extrapolated,rare,512,0.06646598425209886,0.1771768840808425,1.0,114.223752610666
linear_gaussian,303,gaussian_rank2,boundary,common,128,0.09242656154344601,0.07629628955913852,1.0,6.78056080444077
linear_gaussian,303,gaussian_rank2,boundary,common,512,0.08677583147226697,0.08646083218429802,1.0,21.092910412477384
linear_gaussian,303,gaussian_rank2,boundary,rare,128,0.14224266173188152,0.1074795966369592,1.0,4.87388563717415
linear_gaussian,303,gaussian_rank2,boundary,rare,512,0.0729669048235982,0.04320595229597688,1.0,8.327603902299497
linear_gaussian,303,gaussian_rank2,central,common,128,0.022395205404587018,0.028449904676605426,1.0,78.96596759920179
linear_gaussian,303,gaussian_rank2,central,common,512,0.013049006671602956,0.029040156393663686,1.0,314.9624372312181
linear_gaussian,303,gaussian_rank2,central,rare,128,0.22606400236585777,0.2063420073421071,1.0,2.025425227904962
linear_gaussian,303,gaussian_rank2,central,rare,512,0.20681894255686095,0.18709694753311026,1.0,1.1419217460912634
linear_gaussian,303,gaussian_rank2,extrapolated,common,128,0.10279310041631325,0.14838632191035672,1.0,6.541883969065812
linear_gaussian,303,gaussian_rank2,extrapolated,common,512,0.15904697556560632,0.20409644103481087,1.0,15.45958379186452
linear_gaussian,303,gaussian_rank2,extrapolated,rare,128,0.04509510923665173,0.1278878907273625,1.0,47.4242280757754
linear_gaussian,303,gaussian_rank2,extrapolated,rare,512,0.022387419424063987,0.10177665525891433,1.0,181.13336110573718
linear_gaussian,303,gp_rbf,boundary,common,128,0.1165708331181828,0.19109618727572128,1.0,9.806526862968013
linear_gaussian,303,gp_rbf,boundary,common,512,0.0200664899268669,0.2436425523994823,1.0,40.36304279331418
linear_gaussian,303,gp_rbf,boundary,rare,128,0.14858931407696283,0.27075936387085636,1.0,2.066694010787213
linear_gaussian,303,gp_rbf,boundary,rare,512,0.06131916565801356,0.18390506964388806,1.0,12.238908080088487
linear_gaussian,303,gp_rbf,central,common,128,0.044218931661462034,0.20070320888088353,1.0,82.81315044042773
linear_gaussian,303,gp_rbf,central,common,512,0.0106564656516758,0.21903962678313382,1.0,330.4444133144419
linear_gaussian,303,gp_rbf,central,rare,128,0.028165892864734404,0.19541016960788102,1.0,1.3826466959320565
linear_gaussian,303,gp_rbf,central,rare,512,0.06004348901015103,0.20576860826737897,1.0,2.1031786833464365
linear_gaussian,303,gp_rbf,extrapolated,common,128,0.08671490449423969,0.16790231311743922,1.0,15.72161027034189
linear_gaussian,303,gp_rbf,extrapolated,common,512,0.022612726118857465,0.2461887885914729,1.0,63.09975463874745
linear_gaussian,303,gp_rbf,extrapolated,rare,128,0.10366107977429423,0.12903993219506826,1.0,7.516086448884326
linear_gaussian,303,gp_rbf,extrapolated,rare,512,0.026634168097597468,0.19900532552080472,1.0,25.549031304187878
linear_gaussian,303,mdn4,boundary,common,128,0.12807856565455888,0.12079268323973118,1.0,6.62686571290265
linear_gaussian,303,mdn4,boundary,common,512,0.0391000646139934,0.04331693970170538,1.0,19.64229893643964
linear_gaussian,303,mdn4,boundary,rare,128,0.13986467142820766,0.14899366163751512,1.0,2.8834361516437057
linear_gaussian,303,mdn4,boundary,rare,512,0.08201765460370668,0.08170056898327559,1.0,5.520640519713503
linear_gaussian,303,mdn4,central,common,128,0.04475303778465689,0.025242692023953003,1.0,69.8280402258783
linear_gaussian,303,mdn4,central,common,512,0.012352827506922038,0.028881175539026364,1.0,270.1001407877748
linear_gaussian,303,mdn4,central,rare,128,,0.13850380098074266,0.0,1.8396850933774036
linear_gaussian,303,mdn4,central,rare,512,,0.15123900566532936,0.0,2.0747879768483717
linear_gaussian,303,mdn4,extrapolated,common,128,0.08411783470891727,0.16432910121495478,1.0,3.927688054450675
linear_gaussian,303,mdn4,extrapolated,common,512,0.11008461931903547,0.1848435038682975,1.0,13.70970040311756
linear_gaussian,303,mdn4,extrapolated,rare,128,0.08539095347301824,0.08697543436876638,1.0,13.544341854461173
linear_gaussian,303,mdn4,extrapolated,rare,512,0.056826746339442125,0.026653456150665267,1.0,61.10396254860283
linear_gaussian,303,ridge,boundary,common,128,0.1750671452262933,0.17396598383816608,1.0,8.714946004582615
linear_gaussian,303,ridge,boundary,common,512,0.0832835750165995,0.07998009085221791,1.0,35.778989112363824
linear_gaussian,303,ridge,boundary,rare,128,0.19566233825865242,0.1945611768705252,1.0,2.2233018593842764
linear_gaussian,303,ridge,boundary,rare,512,0.08488231537060197,0.08378115398247477,1.0,13.398840268855983
linear_gaussian,303,ridge,central,common,128,0.043163590085016044,0.04426475147314324,1.0,82.80824578044343
linear_gaussian,303,ridge,central,common,512,0.017415804470011436,0.01631464308188424,1.0,330.6794082567508
linear_gaussian,303,ridge,central,rare,128,0.16997409584575188,0.16667061168137032,1.0,1.3829664520254494
linear_gaussian,303,ridge,central,rare,512,0.1617296407352805,0.1584261565708989,1.0,2.1037505693547245
linear_gaussian,303,ridge,extrapolated,common,128,0.19330598715881595,0.19000250299443444,1.0,1.066753291616755
linear_gaussian,303,ridge,extrapolated,common,512,0.20997005827555462,0.20666657411117315,1.0,1.5369443707877792
linear_gaussian,303,ridge,extrapolated,rare,128,0.03042694054409416,0.029325779155966968,1.0,38.563327215597255
linear_gaussian,303,ridge,extrapolated,rare,512,0.010580346866671734,0.010256602908559398,1.0,154.709273749104
linear_gaussian,303,student_rank2,boundary,common,128,0.11423604714005135,0.10721779473309496,1.0,6.378040712194324
linear_gaussian,303,student_rank2,boundary,common,512,0.08173571598494225,0.14450083439203953,1.0,18.16384682105165
linear_gaussian,303,student_rank2,boundary,rare,128,0.26913817950839075,0.18468079810239524,1.0,3.1763633388457233
linear_gaussian,303,student_rank2,boundary,rare,512,0.07356186450955278,0.1742051943301389,1.0,6.18138324032574
linear_gaussian,303,student_rank2,central,common,128,0.024376000782684634,0.023274949785403867,1.0,76.82523280961485
linear_gaussian,303,student_rank2,central,common,512,0.013859344563963366,0.016950508232356696,1.0,308.5371740984852
linear_gaussian,303,student_rank2,central,rare,128,0.45607352445539284,0.24353225367697606,1.0,1.5534836995873273
linear_gaussian,303,student_rank2,central,rare,512,0.35271319886239744,0.15725081219650278,1.0,1.3630619412399196
linear_gaussian,303,student_rank2,extrapolated,common,128,0.8474678180116828,0.24261753732886304,1.0,1.7619419102691225
linear_gaussian,303,student_rank2,extrapolated,common,512,0.5169563689971094,0.35876356424449235,1.0,2.3794847790723086
linear_gaussian,303,student_rank2,extrapolated,rare,128,0.15260390238911511,0.21922902341380132,1.0,27.64797408852118
linear_gaussian,303,student_rank2,extrapolated,rare,512,0.06776315540738323,0.16823783527941014,1.0,106.43667989653989
linear_gaussian,303,transformer_mdn4,boundary,common,128,0.1354803090896017,0.14000115628966223,1.0,5.1010561585399925
linear_gaussian,303,transformer_mdn4,boundary,common,512,0.08249782889083422,0.10211465465576387,1.0,18.123324826198264
linear_gaussian,303,transformer_mdn4,boundary,rare,128,0.05697128997210046,0.13315016299523516,1.0,2.87155299334988
linear_gaussian,303,transformer_mdn4,boundary,rare,512,0.05474385459038477,0.13116561344583336,1.0,9.473268044089751
linear_gaussian,303,transformer_mdn4,central,common,128,0.01921081689335902,0.045075205146552354,1.0,73.82726662767881
linear_gaussian,303,transformer_mdn4,central,common,512,0.008526519118851258,0.04939930489186126,1.0,291.40659394454434
linear_gaussian,303,transformer_mdn4,central,rare,128,,0.17965970245440296,0.0,1.5785335190491734
linear_gaussian,303,transformer_mdn4,central,rare,512,,0.15744836214479827,0.0,2.9048824707914176
linear_gaussian,303,transformer_mdn4,extrapolated,common,128,0.22885329726138648,0.2148535383479653,1.0,4.315254643774028
linear_gaussian,303,transformer_mdn4,extrapolated,common,512,0.12856335032605817,0.13341464509417086,1.0,14.31477586749907
linear_gaussian,303,transformer_mdn4,extrapolated,rare,128,0.15488840585294897,0.1712135419766048,1.0,15.921144431937345
linear_gaussian,303,transformer_mdn4,extrapolated,rare,512,0.044302400561041844,0.15127644686338335,1.0,63.77352586302809
nonlinear_heteroskedastic,101,edm,boundary,common,128,0.12207034354274543,0.11734499922281828,1.0,5.042129818912334
nonlinear_heteroskedastic,101,edm,boundary,common,512,0.06234812109683798,0.07236471318377996,1.0,20.15402071929346
nonlinear_heteroskedastic,101,edm,boundary,rare,128,0.1078423819336155,0.12118964737008164,1.0,3.567171559691588
nonlinear_heteroskedastic,101,edm,boundary,rare,512,0.07847105222779828,0.11531443751439696,1.0,11.146135566899867
nonlinear_heteroskedastic,101,edm,central,common,128,0.018620576587656392,0.030110221979547547,1.0,89.17749267786242
nonlinear_heteroskedastic,101,edm,central,common,512,0.015160657583008899,0.028738013621100778,1.0,360.9852137421854
nonlinear_heteroskedastic,101,edm,central,rare,128,,0.14628033725487632,0.0,1.8262218769258407
nonlinear_heteroskedastic,101,edm,central,rare,512,,0.16986768950428202,0.0,3.354390146802327
nonlinear_heteroskedastic,101,edm,extrapolated,common,128,,0.1916255757242251,0.0,2.5810730279550045
nonlinear_heteroskedastic,101,edm,extrapolated,common,512,,0.12277247546712204,0.0,2.69854826760127
nonlinear_heteroskedastic,101,edm,extrapolated,rare,128,0.03494671284226405,0.07193824057846021,1.0,24.753814338649505
nonlinear_heteroskedastic,101,edm,extrapolated,rare,512,0.0208163601409207,0.07353147482434413,1.0,92.68317453726041
nonlinear_heteroskedastic,101,flow,boundary,common,128,0.10783994554319287,0.13975133578477947,1.0,3.871131232051804
nonlinear_heteroskedastic,101,flow,boundary,common,512,0.09526498779564725,0.11027957487691607,1.0,12.354774934506429
nonlinear_heteroskedastic,101,flow,boundary,rare,128,0.11705816627197453,0.105214654200865,1.0,3.9811402847259814
nonlinear_heteroskedastic,101,flow,boundary,rare,512,0.0670512638577513,0.03643940310059243,1.0,14.87392387969711
nonlinear_heteroskedastic,101,flow,central,common,128,0.022849144143783976,0.033421880506955666,1.0,89.87340762909274
nonlinear_heteroskedastic,101,flow,central,common,512,0.0166992844955289,0.030264484222946447,1.0,361.1634897221301
nonlinear_heteroskedastic,101,flow,central,rare,128,,0.15662405406418106,0.0,2.285544590979026
nonlinear_heteroskedastic,101,flow,central,rare,512,,0.15449409138360912,0.0,2.482438334606947
nonlinear_heteroskedastic,101,flow,extrapolated,common,128,,0.20745245822225256,0.0,1.6504549094238599
nonlinear_heteroskedastic,101,flow,extrapolated,common,512,,0.22158008548672792,0.0,3.1153898028345615
nonlinear_heteroskedastic,101,flow,extrapolated,rare,128,0.03449502663651776,0.0810612967147833,1.0,35.497589814397294
nonlinear_heteroskedastic,101,flow,extrapolated,rare,512,0.01155155357465234,0.06364891774711534,1.0,137.7708339323702
nonlinear_heteroskedastic,101,gaussian_diag,boundary,common,128,0.09382463741668574,0.18947179621091395,1.0,4.089125525589374
nonlinear_heteroskedastic,101,gaussian_diag,boundary,common,512,0.031149179984731216,0.24079982801228583,1.0,16.857966101146292
nonlinear_heteroskedastic,101,gaussian_diag,boundary,rare,128,0.06807387404353744,0.2516155872683115,1.0,4.346734373716555
nonlinear_heteroskedastic,101,gaussian_diag,boundary,rare,512,0.11421166371645032,0.3024578670584535,1.0,8.705373134566342
nonlinear_heteroskedastic,101,gaussian_diag,central,common,128,0.021241003681303564,0.21364318286610237,1.0,90.97401993808512
nonlinear_heteroskedastic,101,gaussian_diag,central,common,512,0.010749844283438233,0.20943463735172516,1.0,359.0070542811548
nonlinear_heteroskedastic,101,gaussian_diag,central,rare,128,0.044569393196236366,0.23810590470767526,1.0,2.6867302035269884
nonlinear_heteroskedastic,101,gaussian_diag,central,rare,512,0.04444645595803171,0.2080631188256943,1.0,3.5975996041514477
nonlinear_heteroskedastic,101,gaussian_diag,extrapolated,common,128,0.0740258084350807,0.2162897672024222,1.0,3.2386072942340345
nonlinear_heteroskedastic,101,gaussian_diag,extrapolated,common,512,0.0997797073812065,0.19385328207609764,1.0,6.425163093472851
nonlinear_heteroskedastic,101,gaussian_diag,extrapolated,rare,128,0.09600224544516267,0.2540138624737922,1.0,10.525729337236152
nonlinear_heteroskedastic,101,gaussian_diag,extrapolated,rare,512,0.03985126814222068,0.21389438264214464,1.0,48.2967227739245
nonlinear_heteroskedastic,101,gaussian_rank2,boundary,common,128,0.12096766550778375,0.12453114892122728,1.0,7.899420689881431
nonlinear_heteroskedastic,101,gaussian_rank2,boundary,common,512,0.10656123612193404,0.11083673616900147,1.0,11.784949291010541
nonlinear_heteroskedastic,101,gaussian_rank2,boundary,rare,128,0.10917690809210207,0.09706242458452352,1.0,4.610240730163544
nonlinear_heteroskedastic,101,gaussian_rank2,boundary,rare,512,0.07986682114939332,0.07606599885807516,1.0,11.45913412388706
nonlinear_heteroskedastic,101,gaussian_rank2,central,common,128,0.020760676334566814,0.02032483788956498,1.0,87.64254203221721
nonlinear_heteroskedastic,101,gaussian_rank2,central,common,512,0.012200851074945803,0.023675858739199297,1.0,353.95212835241136
nonlinear_heteroskedastic,101,gaussian_rank2,central,rare,128,0.16707700009484439,0.16948582835552342,1.0,2.399917397752889
nonlinear_heteroskedastic,101,gaussian_rank2,central,rare,512,0.15783850430214105,0.16024733256282012,1.0,3.338296112452069
nonlinear_heteroskedastic,101,gaussian_rank2,extrapolated,common,128,0.10622974801121865,0.11232460317672267,1.0,6.07052293843202
nonlinear_heteroskedastic,101,gaussian_rank2,extrapolated,common,512,0.10835142857518769,0.11401106273967587,1.0,20.020250004890165
nonlinear_heteroskedastic,101,gaussian_rank2,extrapolated,rare,128,0.04362174771535016,0.027078066222901476,1.0,19.280720218085566
nonlinear_heteroskedastic,101,gaussian_rank2,extrapolated,rare,512,0.03230325030606281,0.03780087607194677,1.0,66.20137401004473
nonlinear_heteroskedastic,101,gp_rbf,boundary,common,128,0.06140765569938993,0.27409232121014065,1.0,7.9383532042195
nonlinear_heteroskedastic,101,gp_rbf,boundary,common,512,0.04755210989889987,0.24099602169969356,1.0,21.037284940564565
nonlinear_heteroskedastic,101,gp_rbf,boundary,rare,128,0.03831521377595093,0.26317597512374974,1.0,2.8090442102692617
nonlinear_heteroskedastic,101,gp_rbf,boundary,rare,512,0.06848691892050486,0.2880376973682849,1.0,7.7407548324868
nonlinear_heteroskedastic,101,gp_rbf,central,common,128,0.027678104985408403,0.22931961223760533,1.0,80.46040382603508
nonlinear_heteroskedastic,101,gp_rbf,central,common,512,0.006374870592256166,0.21790610424138077,1.0,324.7744218194359
nonlinear_heteroskedastic,101,gp_rbf,central,rare,128,0.026880157633077596,0.2087316487145121,1.0,2.9921216016073964
nonlinear_heteroskedastic,101,gp_rbf,central,rare,512,0.07007536218108804,0.28706258759879655,1.0,1.4639038756455192
nonlinear_heteroskedastic,101,gp_rbf,extrapolated,common,128,0.0311004018372403,0.24003397950652292,1.0,41.87529303488375
nonlinear_heteroskedastic,101,gp_rbf,extrapolated,common,512,0.017940575677313202,0.21628895184821406,1.0,170.30865420608026
nonlinear_heteroskedastic,101,gp_rbf,extrapolated,rare,128,0.0932460586487388,0.26752818621395785,1.0,2.391285258656844
nonlinear_heteroskedastic,101,gp_rbf,extrapolated,rare,512,0.1260809207947009,0.09702938806942212,1.0,6.511900808747264
nonlinear_heteroskedastic,101,mdn4,boundary,common,128,0.1744773590109847,0.10078111324085405,1.0,7.8032068570655655
nonlinear_heteroskedastic,101,mdn4,boundary,common,512,0.07302493274982459,0.0750092229539799,1.0,20.99522287261922
nonlinear_heteroskedastic,101,mdn4,boundary,rare,128,0.07616770873897816,0.0940676834064302,1.0,3.213598163402228
nonlinear_heteroskedastic,101,mdn4,boundary,rare,512,0.06503627664800854,0.08751934869072925,1.0,10.139468967049622
nonlinear_heteroskedastic,101,mdn4,central,common,128,0.0233635427950503,0.04970883539896102,1.0,90.09824195333375
nonlinear_heteroskedastic,101,mdn4,central,common,512,0.01499403064334987,0.03278827977594878,1.0,361.5012100413444
nonlinear_heteroskedastic,101,mdn4,central,rare,128,,0.19631027129681067,0.0,1.8343453653495436
nonlinear_heteroskedastic,101,mdn4,central,rare,512,,0.18753593753971864,0.0,3.230479653575749
nonlinear_heteroskedastic,101,mdn4,extrapolated,common,128,0.11497136975770922,0.13490031179585873,1.0,6.4940135231390315
nonlinear_heteroskedastic,101,mdn4,extrapolated,common,512,0.054026046855723514,0.048998388056345855,1.0,22.888043253688313
nonlinear_heteroskedastic,101,mdn4,extrapolated,rare,128,0.10683670909072918,0.13133830703440436,1.0,7.851013365745374
nonlinear_heteroskedastic,101,mdn4,extrapolated,rare,512,0.044895903164551464,0.04775287575782337,1.0,30.7784522484754
nonlinear_heteroskedastic,101,ridge,boundary,common,128,0.11547111210007943,0.12538865396247154,1.0,7.651411946822648
nonlinear_heteroskedastic,101,ridge,boundary,common,512,0.06025767801611509,0.0701752198785072,1.0,13.698552136395017
